gene_id,symbol,biotype,logFC,logCPM,F,PValue,FDR,regulation
ENSG00000133466,C1QTNF6,protein_coding,-1.62344512553843,4.76406787353495,88.0697016844123,2.23336644492589e-08,5.06906505227118e-06,Down
ENSG00000258727,AP1G2-AS1,lncRNA,-1.66018374479602,4.12683927513399,73.1203219044347,8.95669673319746e-08,1.67714146329122e-05,Down
ENSG00000128805,ARHGAP22,protein_coding,-1.67306095233816,4.47858944787111,38.5718523777633,7.28208595559811e-06,0.000439861482317982,Down
ENSG00000162490,DRAXIN,protein_coding,-1.7424035892443,5.25488904070233,56.243514142274,5.85397566070362e-07,7.07198027397905e-05,Down
ENSG00000231721,LINC-PINT,lncRNA,-1.78169261499536,3.93570294811661,13.5508546394477,0.00169515798349133,0.0230013284354168,Down
ENSG00000115267,IFIH1,protein_coding,-1.78756586356977,5.66015445334409,11.8511347271242,0.00291297278435611,0.0341442349840802,Down
ENSG00000135363,LMO2,protein_coding,-1.79523855168026,5.94236213272372,29.2783977031432,3.88194430477975e-05,0.00140462622428987,Down
ENSG00000115415,STAT1,protein_coding,-1.7996689257739,8.36243867370548,92.0124743988574,1.65991374777047e-08,4.17792798865274e-06,Down
ENSG00000137965,IFI44,protein_coding,-1.83372771368314,6.84024437868155,67.6441527157929,1.66736633040741e-07,2.54868853362275e-05,Down
ENSG00000068079,IFI35,protein_coding,-1.89271916545659,6.04016778785248,23.4756323620687,0.000130837125928266,0.00339089990727583,Down
ENSG00000257524,,protein_coding,-1.92981978760825,4.367108735258,32.9372546012837,1.95034774737269e-05,0.00084642418655164,Down
ENSG00000111331,OAS3,protein_coding,-1.93092378483447,5.95042113226793,19.0397101905624,0.000376577930236168,0.00787838776635602,Down
ENSG00000100526,CDKN3,protein_coding,-1.9426644220955,5.0041166152219,35.2018585147833,1.30638985288874e-05,0.000643740789351095,Down
ENSG00000104783,KCNN4,protein_coding,-1.97822283035677,6.04886400797749,56.1700246523805,6.22642256117558e-07,7.21388142710036e-05,Down
